"screen_name","followers_count","friends_count","created_at","lang","status_count"
"geni_1023",0,170,"Sun Jul 31 03:09:12 +0000 2011","en",11
"SRTINKU",4,974,"Sat Jul 05 08:55:53 +0000 2014","en",45
"loopeeelaura",1,172,"Thu Feb 16 16:55:00 +0000 2012","en",12
"natika7411",1,243,"Tue Jul 07 06:07:22 +0000 2015","en",5
"zender333",2,95,"Wed Dec 22 22:24:44 +0000 2010","en",34
"mizzhail12",0,79,"Sun Jul 12 17:20:19 +0000 2009","en",12
"rodmarferrer",5,924,"Wed Sep 29 04:29:56 +0000 2010","es",28
"BB1201",2,250,"Tue Sep 07 08:18:00 +0000 2010","en",14
"Khalid1979Km",3,266,"Sun Dec 11 22:18:56 +0000 2011","en",10
"LucasTF2468",1,152,"Tue Sep 14 01:30:02 +0000 2010","en",13
"auxillatrix",1,85,"Thu Oct 20 11:04:44 +0000 2011","en",10
"AsherTufail",2,132,"Tue Aug 23 18:26:50 +0000 2011","en",4
"rajashekar_kk",0,28,"Wed Nov 10 08:52:27 +0000 2010","en",2
"FOREVER_VEGO",0,625,"Wed Jul 27 05:08:58 +0000 2011","en",14
"MissTimaLove",2,332,"Mon Aug 20 02:14:00 +0000 2012","en",21
"fredrodolfo",12,579,"Wed Feb 03 22:15:00 +0000 2010","en",13
"ydateresafeo",5,1504,"Mon May 07 06:02:44 +0000 2012","es",31
"IAMPOETRY1",0,323,"Mon May 02 20:19:41 +0000 2011","en",15
"fee_purple",8,451,"Sat Apr 18 00:29:05 +0000 2009","en",9
"22_jonnylewis",0,170,"Tue Nov 06 09:22:21 +0000 2012","en",19
"IMayyyStarr",24,1913,"Sat Oct 20 16:04:04 +0000 2012","en",32
"MichelleMille42",6,436,"Tue Jan 10 19:34:34 +0000 2012","en",29
"NHallasdesign1",0,185,"Sun Jun 14 22:19:34 +0000 2015","en",6
"harrington1272",0,126,"Tue Jun 25 19:23:38 +0000 2013","en",21
"EricTabia",1,1307,"Tue Aug 23 09:37:24 +0000 2011","en",38
"KristinaBlindhe",18,2393,"Tue Apr 16 07:46:38 +0000 2013","en",57
"bubblenox123",4,276,"Wed Feb 19 21:08:11 +0000 2014","en",23
"Ma1sa2ed",239,982,"Thu Mar 03 15:55:39 +0000 2011","en",1474
"NwSoccerislife1",7,1163,"Mon Nov 28 03:56:14 +0000 2011","en",41
"jaylonburke",1,662,"Fri Oct 05 19:46:42 +0000 2012","en",33
"Masonlaw__",5,138,"Sun Jun 01 07:57:13 +0000 2014","en",7
"ahthithan",5,1448,"Fri Apr 02 08:01:18 +0000 2010","en",47
"LucretiaMulch",6,2273,"Sun Feb 12 17:24:16 +0000 2012","en",36
"marcoteddy1",1,1332,"Sun Feb 19 17:34:02 +0000 2012","it",64
"andresroblesram",5,1398,"Sun Feb 19 16:35:35 +0000 2012","es",54
"aminmalami",8,103,"Wed Jul 10 20:10:24 +0000 2013","en",10
"adolfo2341",4,1086,"Tue Sep 20 16:42:03 +0000 2011","es",67
"Earpy77",0,416,"Sun Oct 30 10:57:19 +0000 2011","en",27
"FannyPailleux",1,187,"Sat Mar 23 11:51:10 +0000 2013","fr",5
"jinglepiu",0,71,"Fri Dec 09 03:25:29 +0000 2011","en",14
"MiloMast",2,384,"Tue Apr 14 16:53:38 +0000 2009","en",12
"himanshupurohi7",4,1715,"Sat Apr 14 16:53:44 +0000 2012","en",375
"nancyfuller1990",3,41,"Tue May 05 19:44:12 +0000 2009","en",3
"snath1958",26,580,"Sat Oct 10 11:05:13 +0000 2009","en",111
"Jmcclain1299",1,44,"Sat May 13 14:24:45 +0000 2017","en",3
"Emo_kitty000",0,123,"Wed Oct 29 01:21:36 +0000 2008","en",5
"gospelgirl2911",0,63,"Fri Mar 08 03:16:43 +0000 2013","en",3
"ma7moodsaad",2,130,"Sat Dec 08 09:48:20 +0000 2012","en",3
"benjamenmounir",0,91,"Sun Dec 25 15:12:08 +0000 2011","en",4
"meninoCruz",4,159,"Fri Jan 06 17:51:16 +0000 2012","en",10
"kushclouds909",1,558,"Fri Dec 06 04:45:35 +0000 2013","en",40
"rabbit_michael",2,439,"Sun Aug 28 15:49:53 +0000 2011","en",10
"wama_k",1,75,"Thu Mar 07 21:23:23 +0000 2013","fr",3
"VampGilEmmy",0,49,"Tue Mar 01 21:25:55 +0000 2011","en",6
"c3_ng",2,1129,"Fri Jun 22 01:53:49 +0000 2012","en",32
"VersionStark",4,1454,"Mon May 02 02:23:17 +0000 2016","zh-CN",52
"RJKennedyJimene",3,1561,"Tue Jan 24 02:59:14 +0000 2012","en",41
"Lydibug16",5,415,"Fri Oct 14 17:29:20 +0000 2011","en",22
"PhilliaF",0,563,"Wed Nov 12 00:06:01 +0000 2014","en",24
"toyenx1",1,277,"Thu Feb 23 00:00:02 +0000 2012","en",28
"mjramohai",1,830,"Sun Oct 24 16:38:33 +0000 2010","en",17
"elle_si",0,135,"Thu Apr 04 20:59:09 +0000 2013","en",3
"astrinathania",105,283,"Mon Mar 28 06:57:05 +0000 2011","en",463
"TBoffey",0,177,"Wed Jun 27 01:38:07 +0000 2012","en",21
"MurgueitioM",4,133,"Thu Jun 02 22:36:05 +0000 2011","es",9
"jnjcarpetclean",1,146,"Wed Jul 31 21:55:38 +0000 2013","en-gb",8
"pattyacosta64",1,174,"Thu Jan 09 22:25:34 +0000 2014","es",12
"israelcoyotlrom",5,1335,"Sat Apr 28 15:07:24 +0000 2012","es",17
"cherylkindness",0,142,"Mon Dec 26 18:56:12 +0000 2011","en",29
"Jubsabeth",15,497,"Sun Mar 22 00:35:36 +0000 2009","en",24
"rakostile",10,1301,"Sun Apr 08 14:11:26 +0000 2012","es",43
"jstheawesome12",3,328,"Sun Aug 07 15:55:40 +0000 2011","en",13
"ArmyDadPv2",1,165,"Thu Jun 09 01:10:07 +0000 2011","en",1
"shiruska9",4,413,"Sat Sep 04 15:44:28 +0000 2010","pl",17
"anissmiley",10,140,"Wed Oct 13 04:21:09 +0000 2010","en",3
"12cuantocabron",12,74,"Thu Sep 01 17:36:52 +0000 2011","es",15
"PattyAlways",4,353,"Fri Jun 19 13:10:26 +0000 2009","en",16
"Jordan_Wray__",1,389,"Fri Dec 23 11:46:33 +0000 2011","en",33
"LeoLelieu",5,1334,"Tue Jul 12 07:04:22 +0000 2011","en",28
"c_e_barron",0,216,"Thu May 26 23:11:40 +0000 2011","en",9
"TbcNira",2,606,"Fri May 20 23:58:50 +0000 2011","es",28
"hilde_wilde",5,1279,"Wed May 09 06:05:35 +0000 2012","de",81
"gheadley6",4,159,"Mon Jul 08 06:34:53 +0000 2013","en",9
"kokhau0",9,223,"Wed May 22 11:25:23 +0000 2013","en",22
"somethingrando1",1,194,"Mon Sep 19 14:11:40 +0000 2011","en",10
"blikky",1,93,"Mon Jul 26 22:35:50 +0000 2010","es",5
"TnhottmomiGina",0,174,"Thu Jun 26 06:08:21 +0000 2014","en",3
"Polineuh88",1,1382,"Sun Feb 13 16:45:10 +0000 2011","fr",43
"Sabrina47543840",0,414,"Sat Oct 03 04:49:09 +0000 2015","en",46
"leona71ar",0,133,"Mon Oct 01 02:05:42 +0000 2012","zh-cn",32
"MZoefi",0,86,"Wed Jul 29 15:00:02 +0000 2015","en",3
"ErinMarianwhite",39,420,"Tue Sep 30 00:15:13 +0000 2014","en-GB",10
"jodyfiste",0,56,"Fri May 06 11:27:28 +0000 2011","en",2
"BombDaddiBahd",0,45,"Thu Feb 09 01:32:10 +0000 2012","en",3
"stevenquintero8",11,108,"Wed Feb 09 00:09:20 +0000 2011","en",5
"darnew1129",0,185,"Fri Aug 13 13:58:43 +0000 2010","en",13
"robersonmaggot",29,324,"Tue Oct 18 01:49:30 +0000 2011","pt",723
"kim_tejedor",1,269,"Tue Jun 25 06:54:21 +0000 2013","en",15
"den656",1,314,"Wed Jan 04 11:12:39 +0000 2012","en",5
"1Dfacts21",0,96,"Tue Jun 25 00:34:23 +0000 2013","en",6
"candyholickira",0,113,"Sat Jul 24 15:40:30 +0000 2010","en",9
"AnnFranki",0,116,"Mon Dec 03 20:59:16 +0000 2012","en",5
"AhlamiSardani",6,694,"Wed Aug 18 19:42:53 +0000 2010","en",23
"marcori15662575",6,1365,"Fri Jun 01 21:20:44 +0000 2012","it",99
"TopelibraTope",10,138,"Tue Sep 11 02:06:34 +0000 2012","en",29
"AnnieTougas",1,229,"Fri Aug 24 14:01:22 +0000 2012","fr",6
"Rastarian",1,95,"Thu Aug 26 08:21:26 +0000 2010","en",5
"f127127953",0,57,"Thu Jun 14 14:22:12 +0000 2012","en",4
"BBFDH",10,92,"Tue Jan 04 22:50:40 +0000 2011","en",5
"Wkhatib2011",15,77,"Thu Feb 03 10:31:16 +0000 2011","en",10
"zwelimkhandile",3,116,"Fri Feb 11 12:37:08 +0000 2011","en",11
"BDelaghetto",0,70,"Mon Apr 30 07:34:56 +0000 2012","en",8
"insanvkumar",4,108,"Sat Jan 07 14:07:09 +0000 2012","en",6
"NonaAyou",6,2072,"Tue Nov 08 08:22:30 +0000 2011","id",44
"OMGCALLIE",26,353,"Thu Apr 02 01:07:08 +0000 2009","en",169
"Therootofdavid2",9,1675,"Thu Jul 30 19:47:24 +0000 2015","en",26
"rhyswinstone",3,176,"Sat Jun 25 13:19:12 +0000 2011","en",19
"giizzmoo",4,2155,"Mon Jul 11 21:35:23 +0000 2011","tr",62
"diamondgemm2002",3,224,"Sat Jan 10 00:16:36 +0000 2015","en",10
"1xXGreeNXx7",12,1323,"Thu Dec 16 10:45:10 +0000 2010","en",335
"Federic16312700",0,150,"Tue May 08 12:49:53 +0000 2012","es",6
"krisdarren",2,194,"Tue Jan 10 00:40:22 +0000 2012","id",15
"1971bruno",2,55,"Tue Jun 29 17:05:03 +0000 2010","en",13
"Lexie_Wendt",1,355,"Tue Jun 08 18:01:08 +0000 2010","en",19
"yaboo602",10,1722,"Sun Jun 12 15:20:25 +0000 2011","ja",23
"pitchayanan1",0,240,"Sat Mar 31 07:10:58 +0000 2012","en",11
"abdiweliabdi",6,1238,"Fri Feb 18 23:16:18 +0000 2011","en",42
"mc_94karlea",1,422,"Sat Mar 16 20:38:17 +0000 2013","en",20
"shoaib_dsm",5,79,"Fri Jun 26 10:56:29 +0000 2009","en",6
"billbatey",0,153,"Wed Mar 21 01:35:52 +0000 2012","en",10
"StaciaGarcia",4,1399,"Wed Apr 04 15:46:40 +0000 2012","en",54
"engr_waqar10el",1,109,"Tue Jul 05 07:24:54 +0000 2011","en",10
"laurarosee",19,650,"Wed Jan 28 21:09:34 +0000 2009","en",28
"ruifcm74",4,1008,"Sat Jun 02 20:22:44 +0000 2012","pt",88
"NatlyaFernand",2,175,"Sun Jun 26 15:55:30 +0000 2011","pt",12
"ThiagoReis20",6,397,"Wed Oct 31 01:56:35 +0000 2012","pt",31
"cashmonehfloe",1,136,"Mon Dec 21 09:17:37 +0000 2015","en",14
"firenight998",0,43,"Sun Feb 07 17:05:16 +0000 2016","pl",2
"DiMattiaEduardo",6,185,"Sat Nov 26 11:53:37 +0000 2011","it",10
"anglemelody626",1,542,"Tue Nov 17 12:38:30 +0000 2009","en",48
"koningh240",3,1237,"Thu Aug 21 11:51:02 +0000 2014","nl",55
"FerchitoCabrera",2,1234,"Tue Oct 30 00:49:53 +0000 2012","es",42
"Yolakhitha",146,679,"Mon May 27 09:48:06 +0000 2013","en",471
"harishtimesin",66,553,"Fri Feb 12 06:30:32 +0000 2010","en",25
"antjegraul1",0,94,"Mon Jan 13 11:30:46 +0000 2014","en",5
"aymounalove",1,340,"Wed Dec 29 14:48:18 +0000 2010","fr",9
"toodtong",0,597,"Tue Jun 18 03:05:53 +0000 2013","th",17
"gipione",6,617,"Sun Jan 23 22:51:56 +0000 2011","en",4
"Michael_Horning",9,403,"Tue Nov 15 07:32:00 +0000 2011","en",42
"Hellmonk",5,243,"Mon Dec 21 12:11:50 +0000 2009","en",10
"lok009",0,1254,"Tue Oct 19 18:12:43 +0000 2010","en",34
"GiuliaBotti",2,1136,"Tue Dec 27 09:58:03 +0000 2011","it",52
"FeatManner",1,382,"Tue Aug 02 22:10:22 +0000 2011","tr",14
"hamoekic",2,35,"Sun Feb 13 20:07:43 +0000 2011","en",2
"TinyyPretti",3,241,"Thu Feb 03 00:37:38 +0000 2011","en",10
"Mariagu95122685",0,454,"Thu Oct 03 15:07:08 +0000 2013","es",15
"sonnybuck69",1,71,"Wed Oct 31 03:04:37 +0000 2012","en",3
"V1ct0r74Manuel",2,1205,"Fri Mar 01 22:01:58 +0000 2013","es",38
"abdo15593698",1,57,"Wed Aug 01 16:46:10 +0000 2012","en",3
"TaufiqueM",1,889,"Sun Aug 07 09:21:19 +0000 2011","en",29
"DARCENI",1,273,"Mon Nov 12 12:03:36 +0000 2012","en",19
"LaurenCarrx3",0,62,"Thu Sep 20 16:56:05 +0000 2012","en",2
"ashtoncake",1,376,"Tue Oct 16 23:41:18 +0000 2012","en",7
"Shaga75",4,138,"Fri Nov 22 23:11:20 +0000 2013","en",9
"yuyangkikooo",0,36,"Fri Feb 07 08:13:47 +0000 2014","en",1
"Lorensvan",13,420,"Thu Jul 28 23:01:56 +0000 2011","en",24
"fofa_caah",20,1507,"Sat Aug 06 18:30:08 +0000 2011","pt",24
"JosephWilliam57",6,1407,"Fri Oct 28 14:29:51 +0000 2011","en",39
"Lim814",5,75,"Mon Nov 21 15:03:41 +0000 2011","en",3
"makimacedonia",0,31,"Sat Apr 16 20:54:32 +0000 2011","en",5
"PJarome",1,151,"Mon May 16 14:44:15 +0000 2011","en",11
"diamond_driller",7,1319,"Thu Sep 16 22:15:31 +0000 2010","en",42
"HTuffour",0,1055,"Sat Aug 20 20:05:21 +0000 2011","en",31
"JeniScariott",6,181,"Thu Jan 24 00:53:13 +0000 2013","pt",8
"Shorz533",4,658,"Fri Jan 28 03:13:04 +0000 2011","en",24
"SirKroe",0,199,"Fri Jan 13 01:25:55 +0000 2012","en",35
"saptarshi93",0,861,"Fri May 28 04:27:22 +0000 2010","en",45
"GABINO_PEREZ",10,405,"Mon Oct 04 13:59:49 +0000 2010","es",10
"caralhioo",1,207,"Sat May 22 15:45:21 +0000 2010","en",7
"sige_c",5,1336,"Mon Aug 15 14:28:14 +0000 2011","ja",60
"BHannahaidoo",0,449,"Fri May 30 10:17:49 +0000 2014","en",25
"PRETTY_LIL_A",1,195,"Tue May 24 12:21:43 +0000 2011","en",9
"garci_as",0,69,"Tue Jul 23 01:47:08 +0000 2013","es",3
"whitter8",6,371,"Fri May 01 02:02:27 +0000 2009","en",16
"Manuuh69",2,512,"Mon Jul 09 16:12:19 +0000 2012","pt",18
"uyhuhubg",2,433,"Mon Jan 10 19:56:13 +0000 2011","es",2
"VarunTenet",0,28,"Mon Jul 11 17:24:36 +0000 2011","en",2
"eddyfarit",2,284,"Mon Aug 16 23:22:40 +0000 2010","es",4
"PremierAInc",1,43,"Wed Jan 05 23:54:59 +0000 2011","en",1
"A_Gion05",2,191,"Wed Oct 20 21:50:15 +0000 2010","de",13
"cristianalejan8",0,185,"Tue May 31 15:31:13 +0000 2011","es",1
"maria20982",2,472,"Sun Apr 26 22:09:41 +0000 2009","en",43
"galenomauricio",9,409,"Thu Jun 03 22:32:58 +0000 2010","es",23
"Jsc381",0,78,"Thu Jul 26 14:24:31 +0000 2012","en",4
"niltamy",3,48,"Mon Apr 28 06:47:52 +0000 2014","es",3
"Kindguycute",0,103,"Wed Sep 22 05:33:52 +0000 2010","en",7
"Soul23402",11,728,"Thu Oct 23 22:38:32 +0000 2014","en",17
"Xeloo_rbm",0,1376,"Sat Jul 03 18:04:18 +0000 2010","es",13
"ale_peace",10,106,"Wed Jul 15 18:25:30 +0000 2009","en",12
"Milagrosbena",5,475,"Fri Feb 18 04:04:45 +0000 2011","es",11
"jacquie_major",0,153,"Sun Jul 29 03:29:03 +0000 2012","en",8
"JessicaSF2010",58,329,"Tue Aug 31 11:56:10 +0000 2010","en",28
"CirceLassegue",16,392,"Mon Jul 04 23:29:29 +0000 2011","en",17
"AnGeLiTa_JoJo",26,1913,"Mon Apr 20 02:06:41 +0000 2009","en",77
"akaichina",11,1883,"Mon Mar 16 14:30:03 +0000 2009","zh-cn",47
"pedrobernardes6",14,1875,"Sun May 13 22:33:27 +0000 2012","en",236
"rafaelamoura3",2,146,"Thu Jun 02 23:47:00 +0000 2011","en",5
"normah_umy",5,271,"Fri Jan 25 10:19:21 +0000 2013","en",8
"yanmin983",1,175,"Wed Sep 05 13:22:13 +0000 2012","en",4
"AbbysCorner27",0,120,"Mon Jan 18 17:47:32 +0000 2010","en",24
"rrulf",16,355,"Fri Sep 16 15:34:53 +0000 2011","en",20
"damiendominguez",4,143,"Mon Aug 29 02:14:21 +0000 2011","en",2
"lauty321",7,492,"Sat May 19 23:59:06 +0000 2012","es",9
"anne466marie",2,185,"Mon May 06 02:56:55 +0000 2013","en",12
"WerwerwC",2,104,"Sun Dec 22 18:10:23 +0000 2013","en",3
"Kamuran84",6,119,"Tue Oct 25 08:34:09 +0000 2011","de",13
"Kiki067Kimberly",6,498,"Mon Jul 01 00:46:41 +0000 2013","en",36
"dpandey540",2,949,"Mon Jan 16 11:18:02 +0000 2012","en",35
"clairesmiddo",7,412,"Tue Jul 17 18:19:54 +0000 2012","en",29
"wabisuke101",4,1456,"Mon Jul 30 11:42:43 +0000 2012","ja",13
"Lynch1921",16,1674,"Sun Jan 30 15:20:48 +0000 2011","en",79
"Kilburn39",5,500,"Fri Jul 27 11:09:45 +0000 2012","en",66
"kempikempi961",1,166,"Tue Mar 17 14:45:22 +0000 2015","pl",2
"R_lunch",46,1416,"Wed Nov 11 16:25:26 +0000 2009","en",330
"Gabriel7Carlos",1,337,"Thu Sep 15 23:11:57 +0000 2011","en",19
"sarahlazenby86",0,328,"Mon Nov 14 16:53:54 +0000 2011","en",10
"airstrike10",0,162,"Sun May 01 12:46:51 +0000 2011","ko",10
"7giuseppe7_",3,519,"Fri Nov 30 01:57:34 +0000 2012","en",10
"jamilocarvalho",0,159,"Sat Mar 24 00:41:51 +0000 2012","pt",6
"13xxxIII",0,31,"Sun Nov 13 14:40:22 +0000 2011","id",1
"HanneVds",1,150,"Fri Oct 07 15:49:40 +0000 2011","nl",11
"johnnypadilla6",2,663,"Mon Nov 05 05:49:14 +0000 2012","en",8
"Victor_FroBoy",1,141,"Sat May 18 02:23:25 +0000 2013","en",15
"Barbarazsisn",2,654,"Tue Jan 04 19:39:26 +0000 2011","en",20
"BrunoBonamente",200,1234,"Mon Jul 05 15:23:15 +0000 2010","pt",107
"MtMakaveli",2,79,"Wed Jan 27 16:04:42 +0000 2016","en",5
"dorian138",5,1148,"Sun Nov 29 23:02:11 +0000 2009","ja",35
"Ikeya12Tweety",5,785,"Sun Jan 29 01:51:49 +0000 2012","en",34
"BiaGomesSouza",4,112,"Fri Oct 09 22:50:38 +0000 2009","en",12
"trijuwariS",7,1297,"Fri Nov 04 04:57:42 +0000 2011","id",70
"jillona1",35,2203,"Tue Mar 27 16:36:16 +0000 2012","en",173
"ekearaakingg",3,878,"Sat Sep 05 22:16:46 +0000 2009","en",25
"monteirolima303",4,175,"Wed Sep 08 17:44:12 +0000 2010","es",3
"GangstaWangksta",2,123,"Fri Sep 03 20:15:31 +0000 2010","en",20
"bryan_cason",1,181,"Sat Sep 07 19:14:48 +0000 2013","en",43
"tomais_stoylais",1,139,"Sun Jun 19 18:07:23 +0000 2011","en",4
"lmsh75",4,2153,"Sun Jun 19 09:35:36 +0000 2011","en",38
"rspalato",1,209,"Fri Jun 17 14:51:02 +0000 2011","pt",7
"666rusty",0,216,"Sun Nov 30 12:01:24 +0000 2014","en",10
"court_f_win5",0,179,"Sat Aug 20 02:25:14 +0000 2011","en",16
"EDENIZAPEREIRA",12,2125,"Tue Dec 11 03:27:59 +0000 2012","pt",49
"lethihanhtruong",3,92,"Fri Nov 25 22:34:02 +0000 2011","en",9
"PictureTheCity",1,132,"Wed Nov 04 04:12:34 +0000 2015","en",5
"Kazeland",0,105,"Tue Aug 23 03:23:55 +0000 2011","en",7
"GINAPBGINA",10,213,"Tue Sep 23 23:23:43 +0000 2014","en",4
"BurelSacha",1,69,"Wed May 25 12:57:25 +0000 2011","fr",7
"ERarson",34,409,"Sat May 10 20:18:31 +0000 2014","en",11
"mathewhutchins",2,108,"Tue Mar 27 01:00:30 +0000 2012","en",7
"wiliamgordon",2,1507,"Sun Jan 09 16:45:02 +0000 2011","en",85
"muskegowarrior",3,222,"Thu Jul 08 16:23:52 +0000 2010","en",17
"berk_dell",1,194,"Fri Nov 06 23:35:02 +0000 2015","en",4
"sweetfharie",4,1328,"Wed Jul 18 08:47:43 +0000 2012","en",45
"kathryn0803",1,487,"Mon Jul 29 17:10:50 +0000 2013","zh-tw",24
"RLagerin",8,2205,"Tue Mar 27 06:43:59 +0000 2012","sv",72
"nathalii9",1,42,"Sat Jun 25 03:58:09 +0000 2011","es",2
"Deemoni98",16,3548,"Thu Nov 28 14:22:36 +0000 2013","en",94
"elodie1103",0,92,"Sat Jan 18 22:06:41 +0000 2014","fr",3
"qncolleen",11,942,"Sun Apr 26 20:21:40 +0000 2009","en",30
"uhushauh",0,142,"Wed Sep 25 21:34:11 +0000 2013","pt",14
"InLoveByLuck",1,89,"Tue Dec 29 01:55:42 +0000 2009","en",4
"GJarriel",9,1219,"Sat Apr 20 00:36:44 +0000 2013","en",51
"andiamjoe",48,346,"Fri Feb 26 15:18:19 +0000 2010","en",18
"gonzalezsvaness",0,137,"Wed Dec 30 16:25:01 +0000 2009","en",7
"qaisarsaghir",1,61,"Thu Sep 22 09:12:16 +0000 2011","en",2
"MumtazYusufJama",3,1372,"Mon Sep 12 19:42:41 +0000 2011","en",65
"Matt_Blatt",0,104,"Fri Sep 16 16:00:00 +0000 2011","en",3
"sexxonfire",8,1692,"Wed Jun 03 14:55:31 +0000 2009","en",42
"anglewild7",0,58,"Wed Apr 13 22:22:13 +0000 2011","en",36
"angelicavanes18",3,1442,"Sun Sep 30 03:12:12 +0000 2012","es",22
"vero_passage",19,449,"Fri Apr 06 13:39:18 +0000 2012","en",83
"HARIROSHAN",9,96,"Wed Jan 20 14:57:36 +0000 2010","en",6
"_cgrm",2,139,"Sat Mar 06 00:53:47 +0000 2010","en",2
"tasha_reece",42,280,"Sat Jan 12 22:42:27 +0000 2013","en",4
"JohnEli909",8,1954,"Thu Aug 12 06:23:18 +0000 2010","en",30
"KendraStock",6,153,"Fri May 01 03:26:17 +0000 2009","en",16
"865369023m",8,2039,"Wed Feb 11 11:35:53 +0000 2015","lt",24
"AnnaCampbell10",600,742,"Thu Dec 22 22:52:58 +0000 2011","en",7415
"angelgarduno123",1,1003,"Wed Jan 05 08:54:48 +0000 2011","en",102
"leguen49",0,139,"Tue Oct 21 11:11:31 +0000 2014","fr",13
"nicov7",3,553,"Wed Jun 22 12:42:04 +0000 2011","en",40
"44Spence",9,1534,"Fri Oct 04 18:33:53 +0000 2013","en",50
"Robeszkoo",13,1597,"Wed Jan 19 19:10:55 +0000 2011","en",62
"littletyler30",10,2525,"Mon May 21 01:20:29 +0000 2012","en",47
"moriyamaatsushi",0,188,"Thu Feb 18 18:39:06 +0000 2010","en",22
"Arayre1",5,1009,"Sat Aug 20 06:11:56 +0000 2011","en",25
"gileisil",1,64,"Fri Dec 09 15:11:16 +0000 2011","en",2
"ryan_mattes",2,606,"Mon Nov 22 07:14:47 +0000 2010","en",20
"raul2good4me",69,160,"Sat Mar 31 06:13:43 +0000 2012","en",882
"JManicat",0,211,"Fri Mar 16 11:50:34 +0000 2012","en",21
"joserojas20",7,254,"Thu Sep 23 17:45:49 +0000 2010","en",21
"JohnrossB",3,1358,"Fri Mar 09 02:38:25 +0000 2012","en",7
"trivesjeanmarc",0,136,"Wed Aug 08 08:08:13 +0000 2012","fr",9
"fasterfeind",8,329,"Fri Aug 21 19:53:30 +0000 2009","en",8
"muhammedsabath",0,73,"Thu Aug 04 06:16:28 +0000 2011","en",1
"dinette82",3,1521,"Tue Sep 25 08:44:03 +0000 2012","fr",64
"khan2k141",4,84,"Sat Mar 15 01:11:41 +0000 2014","en-gb",12
"BilalKool55",5,1244,"Fri Jul 29 14:54:13 +0000 2011","en",56
"Hepinguiinoh",2,37,"Sun Aug 14 17:47:07 +0000 2011","es",2
"xdpatrik",23,2548,"Mon Oct 10 02:27:10 +0000 2011","pt",44
"Fmburgos",6,697,"Mon Nov 15 23:43:03 +0000 2010","en",20
"niceshotman456",1,138,"Sat Jan 22 07:14:33 +0000 2011","en",4
"hakanyildiz_",5,1801,"Sun Feb 27 01:40:11 +0000 2011","en",40
"chrisbro008",9,687,"Thu Dec 22 21:57:27 +0000 2011","en",29
"chihuahuITA9",0,163,"Mon Aug 17 17:24:31 +0000 2015","es",5
"SebineMilawka",4,1217,"Fri Sep 13 16:14:33 +0000 2013","tr",80
"Jont07",2,430,"Sat May 09 17:28:03 +0000 2009","en",15
"sammyndunbar",19,2464,"Wed May 29 20:03:21 +0000 2013","en",53
"weakor",5,1048,"Sun Jan 16 07:28:02 +0000 2011","en",37
"OrganicJamboree",2,1114,"Mon Feb 01 17:27:31 +0000 2010","ja",53
"Itgpalacios",4,85,"Mon Jan 16 06:54:33 +0000 2012","en",4
"Cartagsonthego",0,205,"Wed Jul 20 23:44:56 +0000 2011","en",4
"tpc040922",0,130,"Fri Feb 24 01:30:50 +0000 2012","zh-tw",2
"jake27k",3,452,"Thu Feb 27 03:56:56 +0000 2014","en",18
"12inchsexgod",3,1402,"Tue Aug 17 21:49:59 +0000 2010","en",94
"kallebe474",4,160,"Fri Nov 15 09:15:47 +0000 2013","sv",5
"luvGracia",1,374,"Fri Dec 04 10:58:09 +0000 2009","en",14
"WhangSi",5,1831,"Mon Jul 16 00:50:02 +0000 2012","en",29
"ichan_5254",54,217,"Thu May 19 10:32:45 +0000 2011","en",37
"kashundraclark",0,35,"Fri Jun 24 01:12:32 +0000 2011","en",3
"miqueias_gato99",6,427,"Mon Aug 16 22:31:58 +0000 2010","en",12
"honeemylab",0,160,"Fri Aug 19 18:46:28 +0000 2011","en",7
"sharykha81",5,132,"Thu Nov 03 06:03:06 +0000 2011","en",7
"kalpana1690",0,152,"Wed May 29 00:40:14 +0000 2013","en",11
"niljamario",3,101,"Wed Apr 11 18:00:45 +0000 2012","th",2
"jdomex",43,1557,"Fri Oct 08 20:01:10 +0000 2010","en",63
"jangja_zza",1,142,"Fri Sep 02 10:17:52 +0000 2011","en",16
"phyllonys",0,66,"Tue Jan 11 09:16:23 +0000 2011","en",6
"d3sni",1,168,"Thu Jun 23 23:22:42 +0000 2011","en",11
"isabelmontano2",12,94,"Tue Jul 27 02:02:35 +0000 2010","es",6
"Swifter76",5,1752,"Sat Oct 25 19:16:11 +0000 2014","en",15
"anecoto",1,119,"Wed Jan 25 17:36:38 +0000 2012","es",7
"yalmi2",0,76,"Fri Jun 15 04:38:23 +0000 2012","ko",78
"sweetdulce15",4,197,"Sun Mar 29 19:26:35 +0000 2015","fr",6
"lindseyssuicide",1,311,"Wed Oct 31 02:05:51 +0000 2012","en",26
"melvinurdaneta",1,138,"Mon May 30 20:53:25 +0000 2011","es",18
"Juulia0007",3,1096,"Sun Dec 02 11:33:52 +0000 2012","fi",67
"MinaGerges11",5,318,"Wed Dec 21 15:29:13 +0000 2011","en",9
"lanalli",3,1474,"Sat Jan 22 13:01:42 +0000 2011","en",45
"MatlafusCZ",0,181,"Thu Apr 17 16:08:14 +0000 2014","cs",14
"spoiledbich",2,485,"Sat Feb 13 19:00:07 +0000 2010","en",15
"Stiben_20",2,244,"Sat Jun 26 18:11:56 +0000 2010","es",9
"JudyAnnx1",12,1388,"Sat Feb 05 00:53:21 +0000 2011","en",91
